Country Code ISO3,Indicator,Normalized Value,Dash Value,Trend Value,Value
SVN,sdg15_cpta,,green,,88.696
SVN,sdg15_cpfa,,green,,93.047
SVN,sdg15_redlist,,green,,0.929
SVN,sdg15_forchg,,green,,0
SVN,sdg15_biofrwter,,orange,,2.171
SVN,sdg16_homicides,,green,,0.481
SVN,sdg16_detain,,green,,18.3
SVN,sdg16_safe,,green,,
SVN,sdg16_prs,,green,,4.76
SVN,sdg16_u5reg,,green,,100
SVN,sdg16_cpi,,green,,60
SVN,sdg16_clabor,,green,,0
SVN,sdg16_weaponsexp,,green,,0
SVN,sdg16_rsf,,green,,22.64
SVN,sdg16_justice,,green,,0.705
SVN,sdg16_prison,,green,,63.269
SVN,sdg17_govex,,green,,10.792
SVN,sdg17_oda,,red,,0.17
SVN,sdg17_govrev,,,,
SVN,sdg17_cohaven,,green,,49.572
SVN,sdg17_secrecy,,green,,37.55
SVN,sdg17_sprofits,,green,,0.367
SVN,sdg17_statperf,,green,,88.931
SWE,sdg1_wpc,99.545,green,Up,0.33
SWE,sdg1_320pov,99.223,green,Up,0.4
SWE,sdg1_oecdpov,94.09,green,Up,8.9
SWE,sdg2_undernsh,94.861,green,Up,2.5
SWE,sdg2_stunting,95.706,green,Up,2.58
SWE,sdg2_wasting,44.892,green,Up,0.7
SWE,sdg2_obesity,0,orange,Down,20.6
SWE,sdg2_trophic,49.044,red,Right,2.525
SWE,sdg2_crlyld,59,green,Up,3.535
SWE,sdg2_snmi,65.835,yellow,Down,0.492
SWE,sdg2_yieldgap,99.926,yellow,Up,68.589
SWE,sdg2_pestexp,99.223,red,Up,85.412
SWE,sdg3_matmort,100,green,Up,4
SWE,sdg3_neonat,99.02,green,Up,1.4
SWE,sdg3_u5mort,,green,,2.6
SWE,sdg3_tb,100,green,Up,5.5
SWE,sdg3_hiv,98.102,,Up,
SWE,sdg3_ncds,100,green,Up,9.1
SWE,sdg3_pollmort,97.945,green,Up,7
SWE,sdg3_traffic,98.087,green,,3.14
SWE,sdg3_lifee,,green,Up,82.404
SWE,sdg3_fertility,94.915,green,Up,5.123
SWE,sdg3_births,77.346,,Up,
SWE,sdg3_vac,93.023,green,Down,97
SWE,sdg3_uhc,99.723,green,Up,86
SWE,sdg3_swb,99.317,green,Up,7.3
SWE,sdg3_region,,green,Up,1.2
SWE,sdg3_incomeg,83.879,yellow,Up,21.2
SWE,sdg3_smoke,100,green,Up,10.1
SWE,sdg4_primary,87.75,green,Up,99.872
SWE,sdg4_second,93.834,green,Down,99.44
SWE,sdg4_literacy,100,,Up,
SWE,sdg4_earlyedu,99.22,green,Up,99.714
SWE,sdg4_tertiary,100,green,Up,48.373
SWE,sdg4_pisa,100,green,Up,502.333
SWE,sdg4_socioec,67.74,yellow,Up,12.66
SWE,sdg4_science,100,yellow,Up,19.007
SWE,sdg4_resil,100,yellow,Up,30.392
SWE,sdg5_familypl,96.661,green,Up,86.7
SWE,sdg5_edat,72.97,green,Up,102.419
SWE,sdg5_lfpr,92.795,green,Right,90.384
SWE,sdg5_parl,99.72,green,Up,46.991
SWE,sdg5_paygap,68.701,green,Up,7.6
SWE,sdg5_unpaid,84.727,green,Up,49.2
SWE,sdg6_water,80.717,green,Up,100
SWE,sdg6_sanita,94.369,green,Up,99.296
SWE,sdg6_freshwat,100,green,Up,3.4
SWE,sdg6_wastewat,100,green,Up,100
SWE,sdg6_scarcew,100,yellow,,32.26
SWE,sdg6_safewat,100,green,Up,99.94
SWE,sdg6_safesan,90.243,green,Up,93.379
SWE,sdg7_elecac,93.49,green,Up,100
SWE,sdg7_cleanfuel,95,green,Up,100
SWE,sdg7_co2twh,100,green,Up,0.197
SWE,sdg7_ren,100,green,Up,40.782
SWE,sdg8_adjgrowth,100,yellow,Up,-0.325
SWE,sdg8_slavery,81.169,green,Up,1.585
SWE,sdg8_accounts,64.611,green,Up,99.742
SWE,sdg8_unemp,14.472,,Up,8.45
SWE,sdg8_rights,87.937,green,Up,0.766
SWE,sdg8_impacc,38.597,yellow,Up,1.157
SWE,sdg8_empop,65.155,green,Up,77.125
SWE,sdg8_yneet,70.524,green,Up,7.027
SWE,sdg9_intuse,78.695,green,Up,94.493
SWE,sdg9_mobuse,17.188,green,Right,128.784
SWE,sdg9_lpi,100,green,,4.24
SWE,sdg9_qs,61.174,green,Up,66.2
SWE,sdg9_articles,48.852,green,Up,2.048
SWE,sdg9_rdex,54.416,green,Up,3.339
SWE,sdg9_rdres,79.418,green,Right,14.777
SWE,sdg9_patents,56.34,green,Right,77.457
SWE,sdg9_netacc,95.9,green,Right,6.342
SWE,sdg9_womensci,59.026,green,Right,35.478
SWE,sdg10_adjgini,58.199,green,Right,29.811
SWE,sdg10_palma,98,green,Down,0.98
SWE,sdg10_elder,99.933,yellow,Down,10.9
SWE,sdg11_slums,84.36,green,Up,0
SWE,sdg11_pm25,97.923,green,Right,5.954
SWE,sdg11_pipedwat,70.735,green,Right,100
SWE,sdg11_transport,80.702,yellow,Up,71
SWE,sdg11_rentover,75.553,yellow,Up,9.506
SWE,sdg12_msw,100,,Up,1.374
SWE,sdg12_ewaste,95.238,red,Up,20.128
SWE,sdg12_so2prod,100,yellow,Up,63.332
SWE,sdg12_so2import,48.235,red,Up,18.421
SWE,sdg12_prodnitro,100,orange,Up,36.148
SWE,sdg12_reacnitro,100,orange,Up,13.264
SWE,sdg12_mswrecycl,100,green,Up,0.653
SWE,sdg13_co2gcp,95.556,red,Up,4.261
SWE,sdg13_co2import,,red,Up,2.65
SWE,sdg13_co2export,73.378,green,,0
SWE,sdg13_ecr,84.699,orange,Up,32.078
SWE,sdg14_cpma,,red,,61.174
SWE,sdg14_cleanwat,,red,,63.48
SWE,sdg14_fishstocks,,orange,,41.345
SWE,sdg14_trawl,,yellow,,19.318
SWE,sdg14_discard,,yellow,,8.732
SWE,sdg14_biomar,,green,,0.082
SWE,sdg15_cpta,,red,,59.026
SWE,sdg15_cpfa,,red,,58.199
SWE,sdg15_redlist,,green,,0.992
SWE,sdg15_forchg,,green,,0.001
SWE,sdg15_biofrwter,,yellow,,1.564
SWE,sdg16_homicides,,green,,1.083
SWE,sdg16_detain,,green,,26.9
SWE,sdg16_safe,,green,,
SWE,sdg16_prs,,green,,5.371
SWE,sdg16_u5reg,,green,,100
SWE,sdg16_cpi,,green,,85
SWE,sdg16_clabor,,green,,0
SWE,sdg16_weaponsexp,,orange,,1.76
SWE,sdg16_rsf,,green,,9.25
SWE,sdg16_justice,,green,,0.76
SWE,sdg16_prison,,green,,57.643
SWE,sdg17_govex,,green,,16.843
SWE,sdg17_oda,,green,,0.96
SWE,sdg17_govrev,,,,
SWE,sdg17_cohaven,,green,,55.973
SWE,sdg17_secrecy,,yellow,,45.65
SWE,sdg17_sprofits,,green,,11.692
SWE,sdg17_statperf,,green,,88.524
SWZ,sdg1_wpc,55.482,red,Right,32.32
SWZ,sdg1_320pov,3.806,red,Right,49.54
SWZ,sdg1_oecdpov,60.047,,,
SWZ,sdg2_undernsh,49.203,red,Right,16.9
SWZ,sdg2_stunting,87.73,red,Right,25.5
SWZ,sdg2_wasting,57.585,green,Up,2
SWZ,sdg2_obesity,0,yellow,Down,16.5
SWZ,sdg2_trophic,14.118,red,Down,4
SWZ,sdg2_crlyld,34.75,red,Right,1.16
SWZ,sdg2_snmi,99.742,red,Right,0.783
SWZ,sdg2_yieldgap,46.509,,Down,
SWZ,sdg2_pestexp,55.181,green,Up Right,0.646
SWZ,sdg3_matmort,63.294,red,Up,437
SWZ,sdg3_neonat,35.294,red,Up,18.4
SWZ,sdg3_u5mort,10.909,orange,Up,49.4
SWZ,sdg3_tb,19.816,red,Down,363
SWZ,sdg3_hiv,62.852,red,Down,4.9
SWZ,sdg3_ncds,0.754,red,Up Right,26.7
SWZ,sdg3_pollmort,12.855,orange,Right,137
SWZ,sdg3_traffic,46.86,red,,33.47
SWZ,sdg3_lifee,84.785,red,Down,57.728
SWZ,sdg3_fertility,67.797,red,Up Right,75.355
SWZ,sdg3_births,40.129,red,,88.3
SWZ,sdg3_vac,25.581,orange,,81
SWZ,sdg3_uhc,64.613,orange,,63
SWZ,sdg3_swb,43.959,red,Down,4.4
SWZ,sdg3_region,91.732,,Right,
SWZ,sdg3_incomeg,79.273,,,
SWZ,sdg3_smoke,78.522,,,
SWZ,sdg4_primary,82.094,orange,,83.651
SWZ,sdg4_second,17.191,red,,54.046
SWZ,sdg4_literacy,48.348,green,,95.469
SWZ,sdg4_earlyedu,53.878,,,
SWZ,sdg4_tertiary,25.6,,Up,
SWZ,sdg4_pisa,5.286,,Down,
SWZ,sdg4_socioec,93.747,,Up,
SWZ,sdg4_science,74.152,,Right,
SWZ,sdg4_resil,48.673,,,
SWZ,sdg5_familypl,,green,Right,82.9
SWZ,sdg5_edat,45.299,yellow,Right,87.5
SWZ,sdg5_lfpr,59.877,green,Up,85.944
SWZ,sdg5_parl,22.358,red,,9.589
SWZ,sdg5_paygap,9.843,,,
SWZ,sdg5_unpaid,,,Up,
SWZ,sdg6_water,89.783,red,Up Right,69.009
SWZ,sdg6_sanita,45.808,red,,58.352
SWZ,sdg6_freshwat,14.72,red,,77.6
SWZ,sdg6_wastewat,,red,,5.286
SWZ,sdg6_scarcew,0,green,Right,6.253
SWZ,sdg6_safewat,2.5,,,
SWZ,sdg6_safesan,7.297,,Up,
SWZ,sdg7_elecac,0,red,,76.504
SWZ,sdg7_cleanfuel,0,red,,49.7
SWZ,sdg7_co2twh,64.333,,Up,
SWZ,sdg7_ren,87.083,,,
SWZ,sdg8_adjgrowth,94.427,red,,-5.776
SWZ,sdg8_slavery,69.805,orange,Right,8.827
SWZ,sdg8_accounts,52.639,red,,28.569
SWZ,sdg8_unemp,73.841,red,,23.4
SWZ,sdg8_rights,78.128,,,
SWZ,sdg8_impacc,59.753,green,,0.613
SWZ,sdg8_empop,74.311,,,
SWZ,sdg8_yneet,88.262,,,
SWZ,sdg9_intuse,95.76,red,,47
SWZ,sdg9_mobuse,57.062,red,,15.914
SWZ,sdg9_lpi,99.585,,Right,
SWZ,sdg9_qs,,orange,Up Right,0
SWZ,sdg9_articles,,red,Up,0.03
SWZ,sdg9_rdex,,red,,0.27
SWZ,sdg9_rdres,,,,
SWZ,sdg9_patents,,,Up,
SWZ,sdg9_netacc,76.45,,Right,
SWZ,sdg9_womensci,30.567,,,
SWZ,sdg10_adjgini,,red,,65.864
SWZ,sdg10_palma,53,red,,4.067
SWZ,sdg10_elder,93.933,,,
SWZ,sdg11_slums,83.31,red,,32.1
SWZ,sdg11_pm25,70.138,yellow,Right,16.724
SWZ,sdg11_pipedwat,83.676,yellow,,94.767
SWZ,sdg11_transport,21.053,yellow,Right,64
SWZ,sdg11_rentover,55.105,,Down,
SWZ,sdg12_msw,47.753,orange,,1.805
SWZ,sdg12_ewaste,26.455,yellow,,6.295
SWZ,sdg12_so2prod,84.478,red,Up,114.826
SWZ,sdg12_so2import,100,red,Down,12.074
SWZ,sdg12_prodnitro,49.786,yellow,Up Right,27.175
SWZ,sdg12_reacnitro,,yellow,,5.282
SWZ,sdg12_mswrecycl,61.467,,,
SWZ,sdg13_co2gcp,,green,Down,0.848
SWZ,sdg13_co2import,53.257,red,,1.374
SWZ,sdg13_co2export,100,yellow,Down,182.499
SWZ,sdg13_ecr,29.583,,Up Right,
SWZ,sdg14_cpma,,,,
SWZ,sdg14_cleanwat,,,,
SWZ,sdg14_fishstocks,,,,
SWZ,sdg14_trawl,,,,
SWZ,sdg14_discard,,,,
SWZ,sdg14_biomar,,yellow,,0.471
SWZ,sdg15_cpta,,red,,30.567
SWZ,sdg15_cpfa,,,,
SWZ,sdg15_redlist,,orange,,0.812
SWZ,sdg15_forchg,,yellow,,0.091
SWZ,sdg15_biofrwter,,yellow,,1.669
SWZ,sdg16_homicides,,red,,11.558
SWZ,sdg16_detain,,green,,18.1
SWZ,sdg16_safe,,red,,
SWZ,sdg16_prs,,green,,4.594
SWZ,sdg16_u5reg,,red,,53.5
SWZ,sdg16_cpi,,red,,33
SWZ,sdg16_clabor,,orange,,6.1
SWZ,sdg16_weaponsexp,,green,,0
SWZ,sdg16_rsf,,orange,,45.15
SWZ,sdg16_justice,,,,
SWZ,sdg16_prison,,,,
SWZ,sdg17_govex,,yellow,,9.22
SWZ,sdg17_oda,,,,
SWZ,sdg17_govrev,,yellow,,25.977
SWZ,sdg17_cohaven,,green,,0
SWZ,sdg17_secrecy,,,,
SWZ,sdg17_sprofits,,,,
SWZ,sdg17_statperf,,red,,47.187
SYC,sdg1_wpc,,,,
SYC,sdg1_320pov,,,,
SYC,sdg1_oecdpov,,,,
SYC,sdg2_undernsh,,green,,1.17
SYC,sdg2_stunting,,yellow,Up,7.9
SYC,sdg2_wasting,,green,Up,4.3
SYC,sdg2_obesity,,yellow,Down,14
SYC,sdg2_trophic,,red,,2.407
SYC,sdg2_crlyld,,,,
SYC,sdg2_snmi,,red,Right,1.234
SYC,sdg2_yieldgap,,,Up,
SYC,sdg2_pestexp,,,Up,
SYC,sdg3_matmort,,green,Up,53
SYC,sdg3_neonat,,green,Down,8.6
SYC,sdg3_u5mort,,green,,14.2
SYC,sdg3_tb,,yellow,Up Right,16
SYC,sdg3_hiv,,,Up,
SYC,sdg3_ncds,,orange,Right,21.2
SYC,sdg3_pollmort,,yellow,Right,49
SYC,sdg3_traffic,,yellow,,11.26
SYC,sdg3_lifee,,orange,Up,73.34
SYC,sdg3_fertility,,red,Up,61.224
SYC,sdg3_births,,green,,99
SYC,sdg3_vac,,green,,99
SYC,sdg3_uhc,,yellow,,71
SYC,sdg3_swb,,,Up,
SYC,sdg3_region,,,Up,
SYC,sdg3_incomeg,,,,
SYC,sdg3_smoke,,,,
SYC,sdg4_primary,,green,,97.607
SYC,sdg4_second,,green,,110.162
SYC,sdg4_literacy,,green,,99.07
SYC,sdg4_earlyedu,,,,
SYC,sdg4_tertiary,,,,
SYC,sdg4_pisa,,,,
SYC,sdg4_socioec,,,,
SYC,sdg4_science,,,Down,
SYC,sdg4_resil,,,,
SYC,sdg5_familypl,,,Right,
SYC,sdg5_edat,,green,Up,98.02
SYC,sdg5_lfpr,,,Right,
SYC,sdg5_parl,,orange,,21.212
SYC,sdg5_paygap,,,,
SYC,sdg5_unpaid,,,Up,
SYC,sdg6_water,,yellow,Up,96.249
SYC,sdg6_sanita,,green,,100
SYC,sdg6_freshwat,,,,
SYC,sdg6_wastewat,,red,,1.674
SYC,sdg6_scarcew,,yellow,,34.614
SYC,sdg6_safewat,,,,
SYC,sdg6_safesan,,,Up Right,
SYC,sdg7_elecac,,green,,100
SYC,sdg7_cleanfuel,,green,,90.36
SYC,sdg7_co2twh,,,Up Right,
SYC,sdg7_ren,,,Up,
SYC,sdg8_adjgrowth,,green,,0.64
SYC,sdg8_slavery,,,Down,
SYC,sdg8_accounts,,,,
SYC,sdg8_unemp,,,,
SYC,sdg8_rights,,,,
SYC,sdg8_impacc,,yellow,,1.63
SYC,sdg8_empop,,,,
SYC,sdg8_yneet,,,,
SYC,sdg9_intuse,,orange,,58.77
SYC,sdg9_mobuse,,green,,91.976
SYC,sdg9_lpi,,,,
SYC,sdg9_qs,,orange,Right,0
SYC,sdg9_articles,,orange,,0.098
SYC,sdg9_rdex,,red,,0.222
SYC,sdg9_rdres,,,,
SYC,sdg9_patents,,,Down,
SYC,sdg9_netacc,,,Right,
SYC,sdg9_womensci,,,,
SYC,sdg10_adjgini,,red,Right,49.058
SYC,sdg10_palma,,red,Down,2.625
SYC,sdg10_elder,,,Up,
SYC,sdg11_slums,,,Up,
SYC,sdg11_pm25,,orange,Right,19.818
SYC,sdg11_pipedwat,,,Up,
SYC,sdg11_transport,,,Down,
SYC,sdg11_rentover,,,,
SYC,sdg12_msw,,red,Up,2.436
SYC,sdg12_ewaste,,red,,12.557
SYC,sdg12_so2prod,,red,Up,1155.809
SYC,sdg12_so2import,,red,Up,30.134
SYC,sdg12_prodnitro,,orange,Up,35.848
SYC,sdg12_reacnitro,,orange,,11.476
SYC,sdg12_mswrecycl,,,,
SYC,sdg13_co2gcp,,red,Up,6.375
SYC,sdg13_co2import,,red,,2.377
SYC,sdg13_co2export,,green,,0
SYC,sdg13_ecr,,,Right,
SYC,sdg14_cpma,,red,,31.701
SYC,sdg14_cleanwat,,yellow,,78.82
SYC,sdg14_fishstocks,,yellow,,29.67
SYC,sdg14_trawl,,green,,0
SYC,sdg14_discard,,green,,0
SYC,sdg14_biomar,,green,,0
SYC,sdg15_cpta,,red,,28.573
SYC,sdg15_cpfa,,green,,99.973
SYC,sdg15_redlist,,red,,0.683
SYC,sdg15_forchg,,,,
SYC,sdg15_biofrwter,,green,,0.453
SYC,sdg16_homicides,,red,,12.538
SYC,sdg16_detain,,green,,15.1
SYC,sdg16_safe,,,,
SYC,sdg16_prs,,green,,4.717
SYC,sdg16_u5reg,,,,
SYC,sdg16_cpi,,green,,66
SYC,sdg16_clabor,,,,
SYC,sdg16_weaponsexp,,green,,0
SYC,sdg16_rsf,,green,,28.66
SYC,sdg16_justice,,,,
SYC,sdg16_prison,,,,
SYC,sdg17_govex,,yellow,,8.227
SYC,sdg17_oda,,,,
SYC,sdg17_govrev,,,,
SYC,sdg17_cohaven,,orange,,68.108
SYC,sdg17_secrecy,,,,
SYC,sdg17_sprofits,,,,
SYC,sdg17_statperf,,red,,48.634
SYR,sdg1_wpc,,,,
SYR,sdg1_320pov,,,,
SYR,sdg1_oecdpov,,,,
SYR,sdg2_undernsh,44.422,,,
SYR,sdg2_stunting,29.448,red,Right,27.9
SYR,sdg2_wasting,22.601,red,Right,11.5
SYR,sdg2_obesity,52.326,red,Down,27.8
SYR,sdg2_trophic,14.779,yellow,,2.245
SYR,sdg2_crlyld,41.167,red,Right,1.205
SYR,sdg2_snmi,,red,Right,0.706
SYR,sdg2_yieldgap,96.595,,Up,
SYR,sdg2_pestexp,74.87,,Up,
SYR,sdg3_matmort,85.176,green,Up,31
SYR,sdg3_neonat,96.613,green,Right,10.8
SYR,sdg3_u5mort,100,green,Up,21.5
SYR,sdg3_tb,42.396,yellow,Right,19
SYR,sdg3_hiv,79.664,green,Up,0
SYR,sdg3_ncds,61.508,orange,Up,21.8
SYR,sdg3_pollmort,64.386,yellow,Up Right,75
SYR,sdg3_traffic,74.142,orange,,14.94
SYR,sdg3_lifee,95.059,orange,Up Right,72.672
SYR,sdg3_fertility,22.034,orange,Right,37.951
SYR,sdg3_births,35.275,yellow,,96.2
SYR,sdg3_vac,4.651,red,,54
SYR,sdg3_uhc,40.249,orange,,60
SYR,sdg3_swb,43.672,red,,3.5
SYR,sdg3_region,86.23,,,
SYR,sdg3_incomeg,43.394,,,
SYR,sdg3_smoke,69.318,,,
SYR,sdg4_primary,0,red,,72.395
SYR,sdg4_second,20.492,red,,53.811
SYR,sdg4_literacy,95.362,yellow,,92.454
SYR,sdg4_earlyedu,90.28,,,
SYR,sdg4_tertiary,0,,Right,
SYR,sdg4_pisa,48,,Right,
SYR,sdg4_socioec,98.135,,Right,
SYR,sdg4_science,84.598,,Down,
SYR,sdg4_resil,99,,,
SYR,sdg5_familypl,74.593,red,Up,53.3
SYR,sdg5_edat,,orange,Right,82.143
SYR,sdg5_lfpr,,red,Up,19.788
SYR,sdg5_parl,16.579,red,,11.2
SYR,sdg5_paygap,66.417,,,
SYR,sdg5_unpaid,,,Down,
SYR,sdg6_water,98.467,yellow,Up,97.217
SYR,sdg6_sanita,32.774,yellow,Right,91.223
SYR,sdg6_freshwat,10.245,red,,126
SYR,sdg6_wastewat,41.545,yellow,,48
SYR,sdg6_scarcew,0,green,Down,1.865
SYR,sdg6_safewat,1.333,,,
SYR,sdg6_safesan,0.568,,Up,
SYR,sdg7_elecac,46.572,orange,,86
SYR,sdg7_cleanfuel,,green,,99.02
SYR,sdg7_co2twh,57.889,orange,Right,1.499
SYR,sdg7_ren,50.612,,Down,
SYR,sdg8_adjgrowth,73.072,,Up,
SYR,sdg8_slavery,0,,Right,
SYR,sdg8_accounts,68.194,red,,23.253
SYR,sdg8_unemp,78.618,orange,,9.03
SYR,sdg8_rights,95.257,,,
SYR,sdg8_impacc,96.6,green,,0.092
SYR,sdg8_empop,91.424,,,
SYR,sdg8_yneet,98.973,,,
SYR,sdg9_intuse,92.105,red,,34.253
SYR,sdg9_mobuse,94,red,,11.502
SYR,sdg9_lpi,,yellow,Down,2.514
SYR,sdg9_qs,0,orange,Down,0
SYR,sdg9_articles,12.129,red,Down,0.016
SYR,sdg9_rdex,,red,,0.021
SYR,sdg9_rdres,65.931,,,
SYR,sdg9_patents,72.395,,Up,
SYR,sdg9_netacc,99.95,,Up,
SYR,sdg9_womensci,0,,,
SYR,sdg10_adjgini,0,red,Right,46.467
SYR,sdg10_palma,85,,Right,
SYR,sdg10_elder,89.6,,,
SYR,sdg11_slums,98.84,red,Down,37.9
SYR,sdg11_pm25,98.464,red,Right,46.156
SYR,sdg11_pipedwat,36.029,red,Right,74.715
SYR,sdg11_transport,0,red,Up,15
SYR,sdg11_rentover,,,,
SYR,sdg12_msw,95.506,yellow,,1.245
SYR,sdg12_ewaste,1.323,yellow,,5.182
SYR,sdg12_so2prod,,green,,24.899
SYR,sdg12_so2import,100,green,Down,1.02
SYR,sdg12_prodnitro,10.614,green,Up Right,10.404
SYR,sdg12_reacnitro,,green,,0.462
SYR,sdg12_mswrecycl,44.967,,,
SYR,sdg13_co2gcp,,green,,1.579
SYR,sdg13_co2import,,green,,0.192
SYR,sdg13_co2export,100,,,
SYR,sdg13_ecr,1.939,,Up Right,
SYR,sdg14_cpma,,red,,0
SYR,sdg14_cleanwat,,red,,37.26
SYR,sdg14_fishstocks,,,,
SYR,sdg14_trawl,,yellow,,31.321
SYR,sdg14_discard,,yellow,,5.521
SYR,sdg14_biomar,,green,,0.001
SYR,sdg15_cpta,,red,,0
SYR,sdg15_cpfa,,red,,0
SYR,sdg15_redlist,,green,,0.94
SYR,sdg15_forchg,,yellow,,0.156
SYR,sdg15_biofrwter,,green,,0.116
SYR,sdg16_homicides,,green,,0.879
SYR,sdg16_detain,,red,,50.5
SYR,sdg16_safe,,red,,
SYR,sdg16_prs,,,,
SYR,sdg16_u5reg,,yellow,,96
SYR,sdg16_cpi,,red,,14
SYR,sdg16_clabor,,,,
SYR,sdg16_weaponsexp,,green,,0
SYR,sdg16_rsf,,red,,72.57
SYR,sdg16_justice,,,,
SYR,sdg16_prison,,,,
SYR,sdg17_govex,,orange,,6.745
SYR,sdg17_oda,,,,
SYR,sdg17_govrev,,,,
SYR,sdg17_cohaven,,green,,0
SYR,sdg17_secrecy,,,,
SYR,sdg17_sprofits,,,,
SYR,sdg17_statperf,,red,,26.454
TCD,sdg1_wpc,41.46,red,Down,42.5
TCD,sdg1_320pov,0,red,Down,67.86
TCD,sdg1_oecdpov,6.383,,,
TCD,sdg2_undernsh,20.717,red,Down,39.6
TCD,sdg2_stunting,18.405,red,Right,39.8
TCD,sdg2_wasting,89.783,red,Right,13.3
TCD,sdg2_obesity,49.535,green,Up,6.1
TCD,sdg2_trophic,10.191,yellow,Down,2.257
TCD,sdg2_crlyld,30.5,red,Right,0.893
TCD,sdg2_snmi,,red,Right,0.834
TCD,sdg2_yieldgap,0,,Right,
TCD,sdg2_pestexp,16.58,,Right,
TCD,sdg3_matmort,12.784,red,Up Right,1140
TCD,sdg3_neonat,74.688,red,Right,33.3
TCD,sdg3_u5mort,93.818,red,Up,113.8
TCD,sdg3_tb,32.719,red,Right,142
TCD,sdg3_hiv,24.078,yellow,Down,0.34
TCD,sdg3_ncds,4.164,orange,Right,23.9
TCD,sdg3_pollmort,19.424,red,Right,280
TCD,sdg3_traffic,0,red,,32.43
TCD,sdg3_lifee,0,red,Down,59.633
TCD,sdg3_fertility,0,red,Right,157.914
TCD,sdg3_births,0,red,Right,20.2
TCD,sdg3_vac,23.256,red,,41
TCD,sdg3_uhc,43.394,red,,28
TCD,sdg3_swb,0,red,Down,4.3
TCD,sdg3_region,0,,Right,
TCD,sdg3_incomeg,0,,,
TCD,sdg3_smoke,0,,,
TCD,sdg4_primary,78.122,red,,73.848
TCD,sdg4_second,29.164,red,,15.04
TCD,sdg4_literacy,0,red,,30.792
TCD,sdg4_earlyedu,0,,,
TCD,sdg4_tertiary,100,,Right,
TCD,sdg4_pisa,0,,Down,
TCD,sdg4_socioec,99.848,,Up,
TCD,sdg4_science,2.925,,Right,
TCD,sdg4_resil,1.153,,,
TCD,sdg5_familypl,,red,Down,17.5
TCD,sdg5_edat,25.462,red,Down,34.211
TCD,sdg5_lfpr,45.527,green,Up,82.826
TCD,sdg5_parl,14.955,red,,15.432
TCD,sdg5_paygap,93.071,,,
TCD,sdg5_unpaid,,,Right,
TCD,sdg6_water,99.883,red,Down,38.701
TCD,sdg6_sanita,4.397,red,,8.342
TCD,sdg6_freshwat,1.606,green,,4.3
TCD,sdg6_wastewat,35.091,red,Up Right,0
TCD,sdg6_scarcew,0,green,Up,0.152
TCD,sdg6_safewat,0.083,,,
TCD,sdg6_safesan,8.135,,Up,
TCD,sdg7_elecac,53.423,red,,11.759
TCD,sdg7_cleanfuel,17.563,red,,3.13
TCD,sdg7_co2twh,3.444,,Right,
TCD,sdg7_ren,21.551,,Right,
TCD,sdg8_adjgrowth,49.662,red,Right,-9.684
TCD,sdg8_slavery,32.468,red,Right,11.984
TCD,sdg8_accounts,73.556,red,,21.759
TCD,sdg8_unemp,97.343,green,,2.26
TCD,sdg8_rights,97.739,,,
TCD,sdg8_impacc,99.443,green,,0.007
TCD,sdg8_empop,77.564,,,
TCD,sdg8_yneet,99.687,,,
TCD,sdg9_intuse,99.675,red,,6.5
TCD,sdg9_mobuse,99.688,red,,2.984
TCD,sdg9_lpi,,orange,Right,2.372
TCD,sdg9_qs,,orange,Down,0
TCD,sdg9_articles,,red,Down,0.001
TCD,sdg9_rdex,,red,Up Right,0.301
TCD,sdg9_rdres,,,,
TCD,sdg9_patents,,,Up,
TCD,sdg9_netacc,100,,Up,
TCD,sdg9_womensci,67.313,,,
TCD,sdg10_adjgini,61.379,red,,44.035
TCD,sdg10_palma,79,red,,2.219
TCD,sdg10_elder,50.933,,,
TCD,sdg11_slums,99.83,red,,86.9
TCD,sdg11_pm25,76.923,red,Right,69.608
TCD,sdg11_pipedwat,17.059,red,Right,52.733
TCD,sdg11_transport,19.298,red,Up,41
TCD,sdg11_rentover,10.868,,,
TCD,sdg12_msw,1.124,yellow,,1.052
TCD,sdg12_ewaste,10.582,green,Down,0.819
TCD,sdg12_so2prod,18.83,green,Right,11.872
TCD,sdg12_so2import,100,green,Down,0.167
TCD,sdg12_prodnitro,57.571,yellow,Right,23.987
TCD,sdg12_reacnitro,,green,,0.141
TCD,sdg12_mswrecycl,21.013,,,
TCD,sdg13_co2gcp,,green,Down,0.065
TCD,sdg13_co2import,,green,,0.01
TCD,sdg13_co2export,100,,,
TCD,sdg13_ecr,18.057,,Up Right,
TCD,sdg14_cpma,,,,
TCD,sdg14_cleanwat,,,,
TCD,sdg14_fishstocks,,,,
TCD,sdg14_trawl,,,,
TCD,sdg14_discard,,,,
TCD,sdg14_biomar,,green,,0
TCD,sdg15_cpta,,orange,,67.313
TCD,sdg15_cpfa,,red,,61.379
TCD,sdg15_redlist,,green,,0.916
TCD,sdg15_forchg,,red,,0.736
TCD,sdg15_biofrwter,,green,,0.017
TCD,sdg16_homicides,,red,,9
TCD,sdg16_detain,,red,,63.4
TCD,sdg16_safe,,red,,
TCD,sdg16_prs,,red,,2.913
TCD,sdg16_u5reg,,red,,12
TCD,sdg16_cpi,,red,,21
TCD,sdg16_clabor,,red,,31.9
TCD,sdg16_weaponsexp,,green,,0
TCD,sdg16_rsf,,yellow,,39.7
TCD,sdg16_justice,,,,
