KEN,52.57 Millions (2019),4.04 Percent (2019),39.19 Percent (2019),27.51 Percent (2019),62.92 Years (2015),2.6 Percent (2015),4.06 Children per woman (2015),2.17 Percent (2017),"410,732 (2018)","58,103 (2018)","74,938.18 Millions of US dollars (2017)","1,507.81 US dollars (2017)",66.3 Percent (2019),33.39 Percent (2017),18.54 Percent (2017),48.07 Percent (2017),"1,564 Millions of US dollars (2017)",11.38 Percent (2019),4.89 Percent (2017),184.18 Millions of US dollars (2017),"-5,018.27 Millions of US dollars (2017)","-4,741.15 Millions of US dollars (2017)","-12,950.5 Millions of US dollars (2018)","6,240.89 Millions of US dollars (2018)","19,191.39 Millions of US dollars (2018)",202 Petajoules (2016),10.78 Percent (2018),22.64 Percent (2018),591.96 km2 (2017),"56,914 Hectares (2016)",10.19 Percent (2016),0.93 Percent (2016),7.82 Percent (2016)
KIR,0.12 Millions (2019),6.5 Percent (2019),35.84 Percent (2019),54.84 Percent (2019),66.54 Years (2015),1.5 Percent (2015),3.79 Children per woman (2015),2.6 Percent (2017),,,197.21 Millions of US dollars (2017),"1,694.29 US dollars (2017)",59.3 Percent (2010),23.83 Percent (2017),15.4 Percent (2017),60.77 Percent (2017),3.4 Millions of US dollars (2016),30.6 Percent (2010),3.1 Percent (2017),31.92 Millions of US dollars (2017),70.5 Millions of US dollars (2017),101.14 Millions of US dollars (2017),-346.54 Millions of US dollars (2018),9.81 Millions of US dollars (2018),356.36 Millions of US dollars (2018),1 Petajoules (2016),33.18 Percent (2018),21.82 Percent (2018),0.73 km2 (2017),81 Hectares (2016),2.47 Percent (2016),39.51 Percent (2016),15 Percent (2016)
PRK,25.67 Millions (2019),14.63 Percent (2019),19.99 Percent (2019),62.13 Percent (2019),70.79 Years (2015),0.51 Percent (2015),1.93 Children per woman (2015),0.19 Percent (2017),,,"17,364.72 Millions of US dollars (2017)",684.6 US dollars (2017),80.5 Percent (2019),22.83 Percent (2017),45.51 Percent (2017),31.67 Percent (2017),,4.73 Percent (2019),-3.48 Percent (2017),,,,"-2,035.64 Millions of US dollars (2018)","1,055.95 Millions of US dollars (2018)","3,091.59 Millions of US dollars (2018)",-518 Petajoules (2016),90.24 Percent (2018),92.66 Percent (2018),120.54 km2 (2017),"12,041 Hectares (2016)",19.52 Percent (2016),1.91 Percent (2016),40.73 Percent (2016)
KOR,51.23 Millions (2019),22.12 Percent (2019),12.75 Percent (2019),81.43 Percent (2019),81.27 Years (2015),0.51 Percent (2015),1.23 Children per woman (2015),2.26 Percent (2017),"2,379 (2018)","16,393 (2018)","1,530,750.89 Millions of US dollars (2017)","30,025.2 US dollars (2017)",63 Percent (2019),2.16 Percent (2017),39.56 Percent (2017),58.28 Percent (2017),"16,999 Millions of US dollars (2017)",3.64 Percent (2019),3.06 Percent (2017),188.9 Millions of US dollars (2018),"76,408.5 Millions of US dollars (2018)","71,080.92 Millions of US dollars (2018)","111,415.88 Millions of US dollars (2018)","624,963.68 Millions of US dollars (2018)","513,547.81 Millions of US dollars (2018)","9,644 Petajoules (2016)",24.78 Percent (2018),20.45 Percent (2018),100.28 km2 (2017),"9,748.9 Hectares (2016)",14.58 Percent (2016),2.29 Percent (2016),63.35 Percent (2016)
KWT,4.21 Millions (2019),6 Percent (2019),21.57 Percent (2019),100 Percent (2019),74.86 Years (2015),4.97 Percent (2015),2.1 Children per woman (2015),75.51 Percent (2017),620 (2018),988 (2018),"119,534.02 Millions of US dollars (2017)","28,897.19 US dollars (2017)",73.8 Percent (2019),0.45 Percent (2017),48.69 Percent (2017),50.86 Percent (2017),643 Millions of US dollars (2017),2.04 Percent (2019),-3.48 Percent (2017),-195.77 Millions of US dollars (2018),"23,428.45 Millions of US dollars (2018)","25,421.87 Millions of US dollars (2018)","24,447.89 Millions of US dollars (2018)","62,040.66 Millions of US dollars (2018)","37,592.77 Millions of US dollars (2018)","-5,804 Petajoules (2016)",90.48 Percent (2018),16.37 Percent (2018),17.82 km2 (2017),"1,782 Hectares (2016)",0.45 Percent (2016),0.34 Percent (2016),0.35 Percent (2016)
KGZ,6.42 Millions (2019),7.84 Percent (2019),32.5 Percent (2019),36.59 Percent (2019),70.27 Years (2015),1.89 Percent (2015),3.3 Children per woman (2015),3.31 Percent (2017),339 (2018),88 (2018),"7,564.74 Millions of US dollars (2017)","1,251.38 US dollars (2017)",61.4 Percent (2019),13.83 Percent (2017),29.67 Percent (2017),56.5 Percent (2017),480 Millions of US dollars (2017),7.41 Percent (2019),4.58 Percent (2017),335.03 Millions of US dollars (2018),-699.82 Millions of US dollars (2018),-401.43 Millions of US dollars (2018),"-3,139.24 Millions of US dollars (2018)","1,690.34 Millions of US dollars (2018)","4,829.58 Millions of US dollars (2018)",81 Petajoules (2016),39.64 Percent (2018),40.22 Percent (2018),199.95 km2 (2017),"19,180 Hectares (2016)",6.72 Percent (2016),0.4 Percent (2016),3.28 Percent (2016)
LAO,7.17 Millions (2019),6.64 Percent (2019),32.3 Percent (2019),35.65 Percent (2019),65.49 Years (2015),1.52 Percent (2015),2.93 Children per woman (2015),0.66 Percent (2017),,,"16,853.1 Millions of US dollars (2017)","2,457.38 US dollars (2017)",78.3 Percent (2019),18.28 Percent (2017),34.87 Percent (2017),46.85 Percent (2017),768 Millions of US dollars (2017),0.69 Percent (2019),6.89 Percent (2017),12.46 Millions of US dollars (2018),"-1,430.37 Millions of US dollars (2018)","-2,349.26 Millions of US dollars (2018)","-4,566.31 Millions of US dollars (2018)","1,611.11 Millions of US dollars (2018)","6,177.42 Millions of US dollars (2018)",-23 Petajoules (2016),36.12 Percent (2018),61.88 Percent (2018),236.8 km2 (2017),"23,080 Hectares (2016)",6.61 Percent (2016),0.73 Percent (2016),82.11 Percent (2016)
LVA,1.91 Millions (2019),27.15 Percent (2019),16.31 Percent (2019),68.22 Percent (2019),74.13 Years (2015),-1.18 Percent (2015),1.5 Children per woman (2015),13.18 Percent (2017),655 (2018),56 (2018),"30,463.3 Millions of US dollars (2017)","15,624.85 US dollars (2017)",60.7 Percent (2019),3.65 Percent (2017),22.57 Percent (2017),73.78 Percent (2017),"1,082 Millions of US dollars (2017)",8.47 Percent (2019),4.64 Percent (2017),610 Millions of US dollars (2018),-295.97 Millions of US dollars (2018),743.3 Millions of US dollars (2018),"-3,678.55 Millions of US dollars (2018)","14,631.52 Millions of US dollars (2018)","18,310.07 Millions of US dollars (2018)",76 Petajoules (2016),16.02 Percent (2018),17.48 Percent (2018),64.57 km2 (2017),"6,218 Hectares (2016)",20.71 Percent (2016),0.13 Percent (2016),53.98 Percent (2016)
LBN,6.86 Millions (2019),10.8 Percent (2019),25.57 Percent (2019),88.76 Percent (2019),78.64 Years (2015),5.54 Percent (2015),2.08 Children per woman (2015),31.88 Percent (2017),"974,629 (2018)","16,071 (2018)","53,393.8 Millions of US dollars (2017)","8,778.47 US dollars (2017)",47.3 Percent (2019),3.13 Percent (2017),15.65 Percent (2017),81.22 Percent (2017),"8,087 Millions of US dollars (2017)",6.73 Percent (2019),0.55 Percent (2017),"1,566.94 Millions of US dollars (2017)","-12,396.3 Millions of US dollars (2017)","-7,547.87 Millions of US dollars (2017)","-120,456.83 Millions of US dollars (2018)","9,336.06 Millions of US dollars (2018)","129,792.88 Millions of US dollars (2018)",311 Petajoules (2016),51.56 Percent (2018),29.57 Percent (2018),10.45 km2 (2017),"1,023 Hectares (2016)",12.9 Percent (2016),12.32 Percent (2016),13.43 Percent (2016)
LSO,2.13 Millions (2019),7.47 Percent (2019),32.47 Percent (2019),28.59 Percent (2019),48.15 Years (2015),0.63 Percent (2015),3.26 Children per woman (2015),0.3 Percent (2017),79 (2018),40 (2018),"2,631.57 Millions of US dollars (2017)","1,178.31 US dollars (2017)",67.1 Percent (2019),6.06 Percent (2017),35.4 Percent (2017),58.53 Percent (2017),23 Millions of US dollars (2017),28.17 Percent (2019),-1.56 Percent (2017),36.53 Millions of US dollars (2018),-114.45 Millions of US dollars (2018),152.42 Millions of US dollars (2018),"-1,292.72 Millions of US dollars (2018)",576.86 Millions of US dollars (2018),"1,869.58 Millions of US dollars (2018)",30 Petajoules (2016),49.2 Percent (2018),70.74 Percent (2018),30.36 km2 (2017),"3,036 Hectares (2016)",11.59 Percent (2016),0.16 Percent (2016),1.65 Percent (2016)
LBR,4.94 Millions (2019),5.19 Percent (2019),40.75 Percent (2019),51.62 Percent (2019),60.73 Years (2015),2.78 Percent (2015),4.75 Children per woman (2015),2.08 Percent (2017),"9,529 (2018)",33 (2018),"2,762.63 Millions of US dollars (2017)",583.83 US dollars (2017),56 Percent (2019),72.69 Percent (2017),8.7 Percent (2017),18.61 Percent (2017),123 Millions of US dollars (2009),2.45 Percent (2019),2.47 Percent (2017),65.37 Millions of US dollars (2017),-565.56 Millions of US dollars (2017),-675.73 Millions of US dollars (2017),227.21 Millions of US dollars (2018),519.25 Millions of US dollars (2018),292.04 Millions of US dollars (2018),19 Petajoules (2016),30.13 Percent (2018),82.24 Percent (2018),111.37 km2 (2017),"9,632 Hectares (2016)",5.19 Percent (2016),2.08 Percent (2016),43.08 Percent (2016)
LBY,6.78 Millions (2019),6.75 Percent (2019),28.07 Percent (2019),80.39 Percent (2019),71.74 Years (2015),0.7 Percent (2015),2.45 Children per woman (2015),12.37 Percent (2017),"9,365 (2018)","43,714 (2018)","25,127.29 Millions of US dollars (2017)","3,941.77 US dollars (2017)",52.4 Percent (2019),0.9 Percent (2017),67.11 Percent (2017),31.99 Percent (2017),170 Millions of US dollars (2010),14.95 Percent (2019),64.01 Percent (2017),,"-4,705.2 Millions of US dollars (2016)","-5,910.61 Millions of US dollars (2016)","-2,721.52 Millions of US dollars (2018)","1,064.25 Millions of US dollars (2018)","3,785.77 Millions of US dollars (2018)",-525 Petajoules (2016),15.66 Percent (2018),12.74 Percent (2018),"1,676.2 km2 (2017)","175,954 Hectares (2016)",0.98 Percent (2016),0.19 Percent (2016),0.12 Percent (2016)
LIE,0.04 Millions (2019),22.74 Percent (2016),14.91 Percent (2016),14.37 Percent (2019),,0.76 Percent (2015),1.51 Children per woman (2012),65.09 Percent (2017),169 (2018),108 (2018),"6,295.88 Millions of US dollars (2017)","166,021.7 US dollars (2017)",61.9 Percent (2013),4.65 Percent (2017),41.04 Percent (2017),54.31 Percent (2017),,2.6 Percent (2013),0.7 Percent (2017),,,,,,,2 Petajoules (2016),,,0.16 km2 (2017),16 Hectares (2016),13.5 Percent (2016),,43.12 Percent (2016)
LTU,2.76 Millions (2019),26.86 Percent (2019),15.14 Percent (2019),67.86 Percent (2019),73.99 Years (2015),-1.27 Percent (2015),1.59 Children per woman (2015),4.31 Percent (2017),"1,674 (2018)",161 (2018),"47,544.46 Millions of US dollars (2017)","16,449.68 US dollars (2017)",61.1 Percent (2019),3.47 Percent (2017),28.97 Percent (2017),67.56 Percent (2017),"1,306 Millions of US dollars (2017)",6.82 Percent (2019),4.14 Percent (2017),780.97 Millions of US dollars (2018),817.33 Millions of US dollars (2018),"1,320.9 Millions of US dollars (2018)","-3,109.1 Millions of US dollars (2018)","33,404.7 Millions of US dollars (2018)","36,513.81 Millions of US dollars (2018)",222 Petajoules (2016),14.01 Percent (2018),14.75 Percent (2018),65.29 km2 (2017),"6,264.2 Hectares (2016)",34.2 Percent (2016),0.55 Percent (2016),34.83 Percent (2016)
LUX,0.62 Millions (2019),19.72 Percent (2019),15.71 Percent (2019),91.22 Percent (2019),81.14 Years (2015),2.19 Percent (2015),1.55 Children per woman (2015),45.26 Percent (2017),"2,046 (2018)","1,015 (2018)","62,316.36 Millions of US dollars (2017)","106,805.77 US dollars (2017)",58 Percent (2019),0.29 Percent (2017),12.05 Percent (2017),87.66 Percent (2017),"4,980 Millions of US dollars (2017)",5.21 Percent (2019),1.55 Percent (2017),783.94 Millions of US dollars (2018),"3,389.3 Millions of US dollars (2018)","4,188.22 Millions of US dollars (2018)","-7,807.45 Millions of US dollars (2018)","15,775.56 Millions of US dollars (2018)","23,583 Millions of US dollars (2018)",150 Petajoules (2016),26.93 Percent (2018),24.27 Percent (2018),2.59 km2 (2017),243 Hectares (2016),25.46 Percent (2016),0.63 Percent (2016),35.68 Percent (2016)
MAC,0.64 Millions (2019),17.92 Percent (2019),14.02 Percent (2019),100 Percent (2019),83.28 Years (2015),2.24 Percent (2015),1.19 Children per woman (2015),56.81 Percent (2017),,2 (2018),"50,361.19 Millions of US dollars (2017)","80,892.81 US dollars (2017)",70.5 Percent (2019),,6.85 Percent (2017),93.15 Percent (2017),"35,726 Millions of US dollars (2017)",1.99 Percent (2019),9.1 Percent (2017),-44.8 Millions of US dollars (2017),"16,661.73 Millions of US dollars (2017)","16,700.72 Millions of US dollars (2017)","-10,139.45 Millions of US dollars (2018)","1,254.88 Millions of US dollars (2018)","11,394.33 Millions of US dollars (2018)",40 Petajoules (2016),61.9 Percent (2018),31.42 Percent (2018),0.03 km2 (2017),3.04 Hectares (2016),,,
MDG,26.97 Millions (2019),4.94 Percent (2019),40.37 Percent (2019),37.86 Percent (2019),64.5 Years (2015),2.72 Percent (2015),4.4 Children per woman (2015),0.13 Percent (2017),44 (2018),84 (2018),"13,208.39 Millions of US dollars (2017)",516.54 US dollars (2017),86.5 Percent (2019),27.74 Percent (2017),13.5 Percent (2017),58.76 Percent (2017),849 Millions of US dollars (2017),1.8 Percent (2019),1.21 Percent (2017),122.54 Millions of US dollars (2017),-53.05 Millions of US dollars (2017),169.5 Millions of US dollars (2017),-541.88 Millions of US dollars (2018),"2,885.32 Millions of US dollars (2018)","3,427.2 Millions of US dollars (2018)",50 Petajoules (2016),22.67 Percent (2018),20.76 Percent (2018),587.29 km2 (2017),"58,180 Hectares (2016)",6.02 Percent (2016),1.07 Percent (2016),21.41 Percent (2016)
MWI,18.63 Millions (2019),4.08 Percent (2019),43.47 Percent (2019),17.17 Percent (2019),59.56 Years (2015),2.83 Percent (2015),4.88 Children per woman (2015),1.27 Percent (2017),"13,660 (2018)","23,645 (2018)","6,339.28 Millions of US dollars (2017)",340.42 US dollars (2017),77.4 Percent (2019),31.94 Percent (2017),15.83 Percent (2017),52.23 Percent (2017),35 Millions of US dollars (2017),5.96 Percent (2019),5.08 Percent (2017),229.46 Millions of US dollars (2017),"-1,021.37 Millions of US dollars (2017)",-663.66 Millions of US dollars (2017),-712.48 Millions of US dollars (2018),836.07 Millions of US dollars (2018),"1,548.55 Millions of US dollars (2018)",15 Petajoules (2016),21.96 Percent (2018),17.75 Percent (2018),118.48 km2 (2017),"9,428 Hectares (2016)",40.31 Percent (2016),1.48 Percent (2016),33.19 Percent (2016)
MYS,31.95 Millions (2019),10.62 Percent (2019),23.7 Percent (2019),76.61 Percent (2019),74.96 Years (2015),1.41 Percent (2015),2.11 Children per woman (2015),8.55 Percent (2017),"112,654 (2018)","46,100 (2018)","314,707.27 Millions of US dollars (2017)","9,951.45 US dollars (2017)",64.8 Percent (2019),8.91 Percent (2017),39.35 Percent (2017),51.75 Percent (2017),"18,352 Millions of US dollars (2017)",3.33 Percent (2019),5.9 Percent (2017),-22.74 Millions of US dollars (2018),"7,590.22 Millions of US dollars (2018)","-2,684.53 Millions of US dollars (2018)","27,906.34 Millions of US dollars (2018)","246,670.25 Millions of US dollars (2018)","218,763.91 Millions of US dollars (2018)",-310 Petajoules (2016),14.32 Percent (2018),19.62 Percent (2018),330.32 km2 (2017),"32,855 Hectares (2016)",2.68 Percent (2016),22.71 Percent (2016),67.6 Percent (2016)
MDV,0.53 Millions (2019),5.79 Percent (2019),19.91 Percent (2019),40.24 Percent (2019),76.82 Years (2015),4.36 Percent (2015),2.11 Children per woman (2015),15.36 Percent (2017),,,"4,865.56 Millions of US dollars (2017)","11,151.09 US dollars (2017)",65.6 Percent (2019),6.56 Percent (2017),14.94 Percent (2017),78.5 Percent (2017),"2,886 Millions of US dollars (2017)",4.94 Percent (2019),6.91 Percent (2017),9.51 Millions of US dollars (2015),"-1,338.13 Millions of US dollars (2018)","-1,292.8 Millions of US dollars (2018)","-2,616.02 Millions of US dollars (2018)",173.77 Millions of US dollars (2018),"2,789.79 Millions of US dollars (2018)",21 Petajoules (2016),48.62 Percent (2018),18.56 Percent (2018),0.3 km2 (2017),30 Hectares (2016),13 Percent (2016),10 Percent (2016),3.33 Percent (2016)
MLI,19.66 Millions (2019),3.89 Percent (2019),47.3 Percent (2019),43.14 Percent (2019),56.23 Years (2015),2.95 Percent (2015),6.35 Children per woman (2015),2.07 Percent (2017),"24,366 (2018)",601 (2018),"15,235.83 Millions of US dollars (2017)",821.69 US dollars (2017),71 Percent (2019),40.72 Percent (2017),18.47 Percent (2017),40.82 Percent (2017),214 Millions of US dollars (2014),8.11 Percent (2019),6.94 Percent (2017),257.88 Millions of US dollars (2017),"-1,209.92 Millions of US dollars (2017)",-875.58 Millions of US dollars (2017),"-4,353.22 Millions of US dollars (2018)","1,268.59 Millions of US dollars (2018)","5,621.81 Millions of US dollars (2018)",38 Petajoules (2016),41.01 Percent (2018),20.52 Percent (2018),"1,240.19 km2 (2017)","122,019 Hectares (2016)",5.25 Percent (2016),0.12 Percent (2016),3.8 Percent (2016)
MLT,0.44 Millions (2019),27.63 Percent (2019),14.33 Percent (2019),94.68 Percent (2019),81.45 Years (2015),0.91 Percent (2015),1.4 Children per woman (2015),10.57 Percent (2017),"8,218 (2018)","1,610 (2018)","12,553.23 Millions of US dollars (2017)","29,136.97 US dollars (2017)",54.6 Percent (2019),1.12 Percent (2017),12.87 Percent (2017),86.01 Percent (2017),"1,746 Millions of US dollars (2017)",3.84 Percent (2019),6.68 Percent (2017),132.34 Millions of US dollars (2018),"1,433.23 Millions of US dollars (2018)",711.26 Millions of US dollars (2018),"-3,356.7 Millions of US dollars (2018)","3,862.51 Millions of US dollars (2018)","7,219.21 Millions of US dollars (2018)",26 Petajoules (2016),20.32 Percent (2018),19.19 Percent (2018),0.32 km2 (2017),32 Hectares (2016),28.34 Percent (2016),4.09 Percent (2016),1.09 Percent (2016)
MHL,0.06 Millions (2019),5.5 Percent (2016),38.97 Percent (2016),77.42 Percent (2019),71.8 Years (2011),0.21 Percent (2015),4.1 Children per woman (2011),6.2 Percent (2017),,,199.4 Millions of US dollars (2017),"3,753.26 US dollars (2017)",41.3 Percent (2011),15.76 Percent (2017),10.65 Percent (2017),73.59 Percent (2017),30.4 Millions of US dollars (2016),4.7 Percent (2011),2.5 Percent (2017),10.9 Millions of US dollars (2016),-16.21 Millions of US dollars (2016),32.47 Millions of US dollars (2016),-40.76 Millions of US dollars (2018),15.74 Millions of US dollars (2018),56.5 Millions of US dollars (2018),2 Petajoules (2016),17.16 Percent (2018),95.22 Percent (2018),0.18 km2 (2017),18 Hectares (2016),11.11 Percent (2016),36.11 Percent (2016),70.22 Percent (2016)
MTQ,0.38 Millions (2019),28.38 Percent (2019),15.99 Percent (2019),89.09 Percent (2019),81.2 Years (2015),-0.84 Percent (2015),1.98 Children per woman (2015),16 Percent (2017),,,,,53.1 Percent (2013),,,,490 Millions of US dollars (2017),22.8 Percent (2013),,,,,,,,29 Petajoules (2016),,,1.13 km2 (2017),106 Hectares (2016),10.28 Percent (2016),6.13 Percent (2016),45.75 Percent (2016)
MRT,4.53 Millions (2019),5.04 Percent (2019),39.89 Percent (2019),54.51 Percent (2019),63.21 Years (2015),2.93 Percent (2015),4.88 Children per woman (2015),3.81 Percent (2017),"84,078 (2018)",788 (2018),"4,992.11 Millions of US dollars (2017)","1,129.39 US dollars (2017)",46.3 Percent (2019),24.7 Percent (2017),33.21 Percent (2017),42.09 Percent (2017),24 Millions of US dollars (2017),9.92 Percent (2019),3.46 Percent (2017),10.92 Millions of US dollars (2017),-709 Millions of US dollars (2017),-753 Millions of US dollars (2017),"-1,280.47 Millions of US dollars (2018)","2,133.72 Millions of US dollars (2018)","3,414.19 Millions of US dollars (2018)",23 Petajoules (2016),35.1 Percent (2018),18.08 Percent (2018),"1,030.7 km2 (2017)","103,070 Hectares (2016)",0.44 Percent (2016),0.01 Percent (2016),0.21 Percent (2016)
MUS,1.27 Millions (2019),17.78 Percent (2019),17.26 Percent (2019),40.77 Percent (2019),74.14 Years (2015),0.18 Percent (2015),1.49 Children per woman (2015),2.27 Percent (2017),4 (2018),,"13,366.07 Millions of US dollars (2017)","10,564.91 US dollars (2017)",57.9 Percent (2019),3.51 Percent (2017),20.49 Percent (2017),76 Percent (2017),"2,005 Millions of US dollars (2017)",6.99 Percent (2019),3.87 Percent (2017),0.37 Millions of US dollars (2001),-815.32 Millions of US dollars (2018),-898.71 Millions of US dollars (2018),"-4,123.64 Millions of US dollars (2018)","2,155.94 Millions of US dollars (2018)","6,279.58 Millions of US dollars (2018)",63 Petajoules (2016),15.82 Percent (2018),16.4 Percent (2018),1.97 km2 (2017),203 Hectares (2016),36.95 Percent (2016),1.97 Percent (2016),19.03 Percent (2016)
MEX,127.58 Millions (2019),10.95 Percent (2019),26.19 Percent (2019),80.44 Percent (2019),74.94 Years (2015),1.32 Percent (2015),2.29 Children per woman (2015),0.95 Percent (2017),"9,143 (2018)","19,760 (2018)","1,158,229.08 Millions of US dollars (2017)","8,967.17 US dollars (2017)",61.1 Percent (2019),3.58 Percent (2017),32.5 Percent (2017),63.92 Percent (2017),"22,467 Millions of US dollars (2017)",3.3 Percent (2019),2.07 Percent (2017),-64.65 Millions of US dollars (2018),"-22,186.1 Millions of US dollars (2018)","-35,914.1 Millions of US dollars (2018)","-13,736.82 Millions of US dollars (2018)","450,531.65 Millions of US dollars (2018)","464,268.47 Millions of US dollars (2018)",269 Petajoules (2016),76.49 Percent (2018),46.59 Percent (2018),"1,964.38 km2 (2017)","194,395 Hectares (2016)",11.61 Percent (2016),1.35 Percent (2016),33.92 Percent (2016)
FSM,0.11 Millions (2019),7.58 Percent (2019),31.46 Percent (2019),22.81 Percent (2019),66.89 Years (2015),1.13 Percent (2015),3.33 Children per woman (2015),2.64 Percent (2017),4 (2017),1 (2016),336.43 Millions of US dollars (2017),"3,187.56 US dollars (2017)",,27.51 Percent (2017),6.46 Percent (2017),66.03 Percent (2017),25 Millions of US dollars (2015),,2 Percent (2017),21.23 Millions of US dollars (2014),22.41 Millions of US dollars (2014),38.12 Millions of US dollars (2014),-11.75 Millions of US dollars (2018),1.77 Millions of US dollars (2018),13.52 Millions of US dollars (2018),3 Petajoules (2016),52.47 Percent (2018),25.32 Percent (2018),0.7 km2 (2017),70 Hectares (2016),2.86 Percent (2016),24.29 Percent (2016),91.86 Percent (2016)
MDA,4.04 Millions (2019),18.42 Percent (2019),15.89 Percent (2019),42.73 Percent (2019),70.97 Years (2015),-0.07 Percent (2015),1.27 Children per woman (2015),3.46 Percent (2017),404 (2018),90 (2018),"8,128.48 Millions of US dollars (2017)","2,006.43 US dollars (2017)",41.7 Percent (2019),14.29 Percent (2017),20.92 Percent (2017),64.79 Percent (2017),439 Millions of US dollars (2017),4.34 Percent (2019),4.53 Percent (2017),-39.38 Millions of US dollars (2018),"-1,186.71 Millions of US dollars (2018)","-1,132.37 Millions of US dollars (2018)","-3,102.5 Millions of US dollars (2018)","3,113.94 Millions of US dollars (2018)","6,216.44 Millions of US dollars (2018)",71 Petajoules (2016),24.77 Percent (2018),14.38 Percent (2018),33.85 km2 (2017),"3,289 Hectares (2016)",55.56 Percent (2016),8.17 Percent (2016),12.58 Percent (2016)
MCO,0.04 Millions (2019),31.19 Percent (2008),12.75 Percent (2008),100 Percent (2019),,0.65 Percent (2015),,54.93 Percent (2017),25 (2018),1 (2010),"6,400.97 Millions of US dollars (2017)","165,420.99 US dollars (2017)",45.7 Percent (2000),,12.85 Percent (2017),87.15 Percent (2017),,3.6 Percent (2000),0 Percent (2017),,,,,,,,,,0 km2 (2017),,,,
MNG,3.23 Millions (2019),7 Percent (2019),30.8 Percent (2019),68.54 Percent (2019),68.47 Years (2015),1.95 Percent (2015),2.84 Children per woman (2015),0.59 Percent (2017),7 (2018),2 (2018),"11,135.05 Millions of US dollars (2017)","3,620.39 US dollars (2017)",59.7 Percent (2019),11.86 Percent (2017),39.98 Percent (2017),48.16 Percent (2017),462 Millions of US dollars (2017),6.24 Percent (2019),5.07 Percent (2017),91.86 Millions of US dollars (2018),"-2,206.77 Millions of US dollars (2018)","-2,232.93 Millions of US dollars (2018)",754.24 Millions of US dollars (2018),"7,071.18 Millions of US dollars (2018)","6,316.94 Millions of US dollars (2018)",-667 Petajoules (2016),84.97 Percent (2018),32.57 Percent (2018),"1,564.12 km2 (2017)","155,356 Hectares (2016)",0.37 Percent (2016),0 Percent (2016),8.02 Percent (2016)
MNE,0.63 Millions (2019),21.74 Percent (2019),18.15 Percent (2019),67.15 Percent (2019),76.08 Years (2015),0.09 Percent (2015),1.71 Children per woman (2015),11.29 Percent (2017),835 (2018),"1,316 (2018)","4,844.61 Millions of US dollars (2017)","7,702.57 US dollars (2017)",50.5 Percent (2019),8.37 Percent (2017),19.41 Percent (2017),72.22 Percent (2017),"1,109 Millions of US dollars (2017)",16.24 Percent (2019),4.72 Percent (2017),0 Millions of US dollars (2017),-942.85 Millions of US dollars (2018),-820.24 Millions of US dollars (2018),"-2,622.03 Millions of US dollars (2018)",446.58 Millions of US dollars (2018),"3,068.62 Millions of US dollars (2018)",14 Petajoules (2016),17.77 Percent (2018),21.52 Percent (2018),13.81 km2 (2017),"1,345 Hectares (2016)",0.67 Percent (2016),0.37 Percent (2016),61.49 Percent (2016)
MSR,0.01 Millions (2019),19.63 Percent (2011),19.73 Percent (2011),9.09 Percent (2019),,0.68 Percent (2015),1.71 Children per woman (2004),26.35 Percent (2017),,14 (2010),59.96 Millions of US dollars (2017),"11,581.85 US dollars (2017)",85.2 Percent (2001),1.35 Percent (2017),11.83 Percent (2017),86.82 Percent (2017),8.8 Millions of US dollars (2017),5.6 Percent (2011),-2.81 Percent (2017),5.58 Millions of US dollars (2017),-5.62 Millions of US dollars (2017),-5.71 Millions of US dollars (2017),-28.18 Millions of US dollars (2018),5.03 Millions of US dollars (2018),33.21 Millions of US dollars (2018),0 Petajoules (2016),60.78 Percent (2018),52.99 Percent (2018),0.1 km2 (2017),10 Hectares (2016),20 Percent (2016),,25 Percent (2016)
MAR,36.47 Millions (2019),11.44 Percent (2019),26.97 Percent (2019),62.99 Percent (2019),75.03 Years (2015),1.39 Percent (2015),2.6 Children per woman (2015),0.27 Percent (2017),"5,069 (2018)","2,135 (2018)","109,708.75 Millions of US dollars (2017)","3,069.67 US dollars (2017)",45.2 Percent (2019),13.99 Percent (2017),29.53 Percent (2017),56.47 Percent (2017),"9,086 Millions of US dollars (2017)",9.33 Percent (2019),5.6 Percent (2017),0.62 Millions of US dollars (2015),"-6,444.75 Millions of US dollars (2018)","-5,092.66 Millions of US dollars (2018)","-13,612.4 Millions of US dollars (2018)","24,445.96 Millions of US dollars (2018)","38,058.35 Millions of US dollars (2018)",743 Petajoules (2016),23.68 Percent (2018),16.88 Percent (2018),446.55 km2 (2017),"44,630 Hectares (2016)",18.22 Percent (2016),3.27 Percent (2016),12.6 Percent (2016)
